time,isFallen,recoveryState,recoveryTimer,up_z,isProne,r_hip_tgt,r_knee_tgt,r_ankle_tgt,r_arm_tgt
0.362,1,1,2.924,-0.925131,0,-0.00712611,0.04,0,-1.25031
0.362,1,1,2.925,-0.925269,0,-0.00711432,0.04,0,-1.25072
0.362,1,1,2.926,-0.925406,0,-0.00710253,0.04,0,-1.25113
0.362,1,1,2.927,-0.925544,0,-0.00709075,0.04,0,-1.25154
0.362,1,1,2.928,-0.925681,0,-0.00707897,0.04,0,-1.25196
0.362,1,1,2.929,-0.925818,0,-0.00706721,0.04,0,-1.25237
0.362,1,1,2.93,-0.925955,0,-0.00705545,0.04,0,-1.25278
0.362,1,1,2.931,-0.926092,0,-0.00704369,0.04,0,-1.25319
0.362,1,1,2.932,-0.926228,0,-0.00703195,0.04,0,-1.2536
0.362,1,1,2.933,-0.926365,0,-0.00702021,0.04,0,-1.25402
0.362,1,1,2.934,-0.926501,0,-0.00700848,0.04,0,-1.25443
0.362,1,1,2.935,-0.926637,0,-0.00699675,0.04,0,-1.25484
0.362,1,1,2.936,-0.926773,0,-0.00698503,0.04,0,-1.25525
0.362,1,1,2.937,-0.926908,0,-0.00697332,0.04,0,-1.25566
0.362,1,1,2.938,-0.927044,0,-0.00696162,0.04,0,-1.25607
0.362,1,1,2.939,-0.927179,0,-0.00694992,0.04,0,-1.25648
0.362,1,1,2.94,-0.927314,0,-0.00693823,0.04,0,-1.25689
0.362,1,1,2.941,-0.927449,0,-0.00692655,0.04,0,-1.2573
0.362,1,1,2.942,-0.927584,0,-0.00691487,0.04,0,-1.25771
0.362,1,1,2.943,-0.927718,0,-0.0069032,0.04,0,-1.25812
0.362,1,1,2.944,-0.927853,0,-0.00689154,0.04,0,-1.25852
0.362,1,1,2.945,-0.927987,0,-0.00687989,0.04,0,-1.25893
0.362,1,1,2.946,-0.928121,0,-0.00686824,0.04,0,-1.25934
0.362,1,1,2.947,-0.928255,0,-0.0068566,0.04,0,-1.25975
0.362,1,1,2.948,-0.928388,0,-0.00684496,0.04,0,-1.26016
0.362,1,1,2.949,-0.928522,0,-0.00683334,0.04,0,-1.26056
0.362,1,1,2.95,-0.928655,0,-0.00682172,0.04,0,-1.26097
0.362,1,1,2.951,-0.928788,0,-0.00681011,0.04,0,-1.26138
0.362,1,1,2.952,-0.928921,0,-0.0067985,0.04,0,-1.26178
0.362,1,1,2.953,-0.929053,0,-0.0067869,0.04,0,-1.26219
0.362,1,1,2.954,-0.929186,0,-0.00677531,0.04,0,-1.2626
0.362,1,1,2.955,-0.929318,0,-0.00676373,0.04,0,-1.263
0.362,1,1,2.956,-0.92945,0,-0.00675215,0.04,0,-1.26341
0.362,1,1,2.957,-0.929582,0,-0.00674058,0.04,0,-1.26381
0.362,1,1,2.958,-0.929714,0,-0.00672902,0.04,0,-1.26422
0.362,1,1,2.959,-0.929846,0,-0.00671747,0.04,0,-1.26462
0.362,1,1,2.96,-0.929977,0,-0.00670592,0.04,0,-1.26503
0.362,1,1,2.961,-0.930108,0,-0.00669438,0.04,0,-1.26543
0.362,1,1,2.962,-0.930239,0,-0.00668285,0.04,0,-1.26584
0.362,1,1,2.963,-0.93037,0,-0.00667132,0.04,0,-1.26624
0.362,1,1,2.964,-0.930501,0,-0.0066598,0.04,0,-1.26664
0.362,1,1,2.965,-0.930631,0,-0.00664829,0.04,0,-1.26705
0.362,1,1,2.966,-0.930762,0,-0.00663679,0.04,0,-1.26745
0.362,1,1,2.967,-0.930892,0,-0.00662529,0.04,0,-1.26785
0.362,1,1,2.968,-0.931022,0,-0.0066138,0.04,0,-1.26826
0.362,1,1,2.969,-0.931151,0,-0.00660232,0.04,0,-1.26866
0.362,1,1,2.97,-0.931281,0,-0.00659084,0.04,0,-1.26906
0.362,1,1,2.971,-0.93141,0,-0.00657937,0.04,0,-1.26946
0.362,1,1,2.972,-0.931539,0,-0.00656791,0.04,0,-1.26986
0.362,1,1,2.973,-0.931668,0,-0.00655646,0.04,0,-1.27027
0.362,1,1,2.974,-0.931797,0,-0.00654501,0.04,0,-1.27067
0.362,1,1,2.975,-0.931926,0,-0.00653357,0.04,0,-1.27107
0.362,1,1,2.976,-0.932054,0,-0.00652214,0.04,0,-1.27147
0.362,1,1,2.977,-0.932183,0,-0.00651072,0.04,0,-1.27187
0.362,1,1,2.978,-0.932311,0,-0.0064993,0.04,0,-1.27227
0.362,1,1,2.979,-0.932439,0,-0.00648789,0.04,0,-1.27267
0.362,1,1,2.98,-0.932566,0,-0.00647649,0.04,0,-1.27307
0.362,1,1,2.981,-0.932694,0,-0.0064651,0.04,0,-1.27347
0.362,1,1,2.982,-0.932821,0,-0.00645371,0.04,0,-1.27387
0.362,1,1,2.983,-0.932948,0,-0.00644233,0.04,0,-1.27426
0.362,1,1,2.984,-0.933075,0,-0.00643095,0.04,0,-1.27466
0.362,1,1,2.985,-0.933202,0,-0.00641959,0.04,0,-1.27506
0.362,1,1,2.986,-0.933329,0,-0.00640823,0.04,0,-1.27546
0.362,1,1,2.987,-0.933455,0,-0.00639688,0.04,0,-1.27586
0.362,1,1,2.988,-0.933582,0,-0.00638554,0.04,0,-1.27625
0.362,1,1,2.989,-0.933708,0,-0.0063742,0.04,0,-1.27665
0.362,1,1,2.99,-0.933833,0,-0.00636287,0.04,0,-1.27705
0.362,1,1,2.991,-0.933959,0,-0.00635155,0.04,0,-1.27745
0.362,1,1,2.992,-0.934085,0,-0.00634024,0.04,0,-1.27784
0.362,1,1,2.993,-0.93421,0,-0.00632893,0.04,0,-1.27824
0.362,1,1,2.994,-0.934335,0,-0.00631763,0.04,0,-1.27863
0.362,1,1,2.995,-0.93446,0,-0.00630634,0.04,0,-1.27903
0.362,1,1,2.996,-0.934585,0,-0.00629506,0.04,0,-1.27942
0.362,1,1,2.997,-0.93471,0,-0.00628378,0.04,0,-1.27982
0.362,1,1,2.998,-0.934834,0,-0.00627251,0.04,0,-1.28021
0.362,1,1,2.999,-0.934958,0,-0.00626125,0.04,0,-1.28061
0.362,1,1,3,-0.935082,0,-0.00625,0.04,0,-1.281
0.362,1,1,3.001,-0.935206,0,-0.00623875,0.04,0,-1.2814
0.362,1,1,3.002,-0.93533,0,-0.00622752,0.04,0,-1.28179
0.362,1,1,3.003,-0.935454,0,-0.00621628,0.04,0,-1.28218
0.362,1,1,3.004,-0.935577,0,-0.00620506,0.04,0,-1.28258
0.362,1,1,3.005,-0.9357,0,-0.00619384,0.04,0,-1.28297
0.362,1,1,3.006,-0.935823,0,-0.00618264,0.04,0,-1.28336
0.362,1,1,3.007,-0.935946,0,-0.00617143,0.04,0,-1.28376
0.362,1,1,3.008,-0.936068,0,-0.00616024,0.04,0,-1.28415
0.362,1,1,3.009,-0.936191,0,-0.00614905,0.04,0,-1.28454
0.362,1,1,3.01,-0.936313,0,-0.00613788,0.04,0,-1.28493
0.362,1,1,3.011,-0.936435,0,-0.00612671,0.04,0,-1.28532
0.362,1,1,3.012,-0.936557,0,-0.00611554,0.04,0,-1.28571
0.362,1,1,3.013,-0.936679,0,-0.00610439,0.04,0,-1.28611
0.362,1,1,3.014,-0.9368,0,-0.00609324,0.04,0,-1.2865
0.362,1,1,3.015,-0.936922,0,-0.0060821,0.04,0,-1.28689
0.362,1,1,3.016,-0.937043,0,-0.00607097,0.04,0,-1.28728
0.362,1,1,3.017,-0.937164,0,-0.00605984,0.04,0,-1.28767
0.362,1,1,3.018,-0.937285,0,-0.00604872,0.04,0,-1.28806
0.362,1,1,3.019,-0.937405,0,-0.00603761,0.04,0,-1.28845
0.362,1,1,3.02,-0.937526,0,-0.00602651,0.04,0,-1.28883
0.362,1,1,3.021,-0.937646,0,-0.00601542,0.04,0,-1.28922
0.362,1,1,3.022,-0.937766,0,-0.00600433,0.04,0,-1.28961
0.362,1,1,3.023,-0.937886,0,-0.00599325,0.04,0,-1.29
0.362,1,1,3.024,-0.938006,0,-0.00598218,0.04,0,-1.29039
0.362,1,1,3.025,-0.938125,0,-0.00597111,0.04,0,-1.29078
0.362,1,1,3.026,-0.938245,0,-0.00596006,0.04,0,-1.29116
0.362,1,1,3.027,-0.938364,0,-0.00594901,0.04,0,-1.29155
0.362,1,1,3.028,-0.938483,0,-0.00593797,0.04,0,-1.29194
0.362,1,1,3.029,-0.938602,0,-0.00592693,0.04,0,-1.29232
0.362,1,1,3.03,-0.93872,0,-0.00591591,0.04,0,-1.29271
0.362,1,1,3.031,-0.938839,0,-0.00590489,0.04,0,-1.2931
0.362,1,1,3.032,-0.938957,0,-0.00589388,0.04,0,-1.29348
0.362,1,1,3.033,-0.939075,0,-0.00588288,0.04,0,-1.29387
0.362,1,1,3.034,-0.939193,0,-0.00587188,0.04,0,-1.29425
0.362,1,1,3.035,-0.939311,0,-0.0058609,0.04,0,-1.29464
0.362,1,1,3.036,-0.939429,0,-0.00584992,0.04,0,-1.29502
0.362,1,1,3.037,-0.939546,0,-0.00583895,0.04,0,-1.29541
0.362,1,1,3.038,-0.939663,0,-0.00582798,0.04,0,-1.29579
0.362,1,1,3.039,-0.93978,0,-0.00581703,0.04,0,-1.29617
0.362,1,1,3.04,-0.939897,0,-0.00580608,0.04,0,-1.29656
0.362,1,1,3.041,-0.940014,0,-0.00579514,0.04,0,-1.29694
0.362,1,1,3.042,-0.94013,0,-0.00578421,0.04,0,-1.29732
0.362,1,1,3.043,-0.940247,0,-0.00577328,0.04,0,-1.29771
0.362,1,1,3.044,-0.940363,0,-0.00576237,0.04,0,-1.29809
0.362,1,1,3.045,-0.940479,0,-0.00575146,0.04,0,-1.29847
0.362,1,1,3.046,-0.940595,0,-0.00574056,0.04,0,-1.29885
0.362,1,1,3.047,-0.94071,0,-0.00572966,0.04,0,-1.29924
0.362,1,1,3.048,-0.940826,0,-0.00571878,0.04,0,-1.29962
0.362,1,1,3.049,-0.940941,0,-0.0057079,0.04,0,-1.3
0.362,1,1,3.05,-0.941056,0,-0.00569703,0.04,0,-1.30038
0.362,1,1,3.051,-0.941171,0,-0.00568617,0.04,0,-1.30076
0.362,1,1,3.052,-0.941286,0,-0.00567532,0.04,0,-1.30114
0.362,1,1,3.053,-0.9414,0,-0.00566447,0.04,0,-1.30152
0.362,1,1,3.054,-0.941514,0,-0.00565363,0.04,0,-1.3019
0.362,1,1,3.055,-0.941629,0,-0.0056428,0.04,0,-1.30228
0.362,1,1,3.056,-0.941743,0,-0.00563198,0.04,0,-1.30266
0.362,1,1,3.057,-0.941856,0,-0.00562117,0.04,0,-1.30304
0.362,1,1,3.058,-0.94197,0,-0.00561036,0.04,0,-1.30342
0.362,1,1,3.059,-0.942084,0,-0.00559956,0.04,0,-1.30379
0.362,1,1,3.06,-0.942197,0,-0.00558877,0.04,0,-1.30417
0.362,1,1,3.061,-0.94231,0,-0.00557799,0.04,0,-1.30455
0.362,1,1,3.062,-0.942423,0,-0.00556721,0.04,0,-1.30493
0.362,1,1,3.063,-0.942536,0,-0.00555645,0.04,0,-1.30531
0.362,1,1,3.064,-0.942648,0,-0.00554569,0.04,0,-1.30568
0.362,1,1,3.065,-0.942761,0,-0.00553494,0.04,0,-1.30606
0.362,1,1,3.066,-0.942873,0,-0.00552419,0.04,0,-1.30644
0.362,1,1,3.067,-0.942985,0,-0.00551346,0.04,0,-1.30681
0.362,1,1,3.068,-0.943097,0,-0.00550273,0.04,0,-1.30719
0.362,1,1,3.069,-0.943209,0,-0.00549201,0.04,0,-1.30756
0.362,1,1,3.07,-0.94332,0,-0.0054813,0.04,0,-1.30794
0.362,1,1,3.071,-0.943431,0,-0.0054706,0.04,0,-1.30831
0.362,1,1,3.072,-0.943543,0,-0.00545991,0.04,0,-1.30869
0.362,1,1,3.073,-0.943654,0,-0.00544922,0.04,0,-1.30906
0.362,1,1,3.074,-0.943764,0,-0.00543854,0.04,0,-1.30944
0.362,1,1,3.075,-0.943875,0,-0.00542787,0.04,0,-1.30981
0.362,1,1,3.076,-0.943986,0,-0.00541721,0.04,0,-1.31018
0.362,1,1,3.077,-0.944096,0,-0.00540655,0.04,0,-1.31056
0.362,1,1,3.078,-0.944206,0,-0.00539591,0.04,0,-1.31093
0.362,1,1,3.079,-0.944316,0,-0.00538527,0.04,0,-1.3113
0.362,1,1,3.08,-0.944426,0,-0.00537464,0.04,0,-1.31168
0.362,1,1,3.081,-0.944535,0,-0.00536402,0.04,0,-1.31205
0.362,1,1,3.082,-0.944645,0,-0.0053534,0.04,0,-1.31242
0.362,1,1,3.083,-0.944754,0,-0.0053428,0.04,0,-1.31279
0.362,1,1,3.084,-0.944863,0,-0.0053322,0.04,0,-1.31316
0.362,1,1,3.085,-0.944972,0,-0.00532161,0.04,0,-1.31353
0.362,1,1,3.086,-0.945081,0,-0.00531103,0.04,0,-1.3139
0.362,1,1,3.087,-0.945189,0,-0.00530046,0.04,0,-1.31428
0.362,1,1,3.088,-0.945298,0,-0.00528989,0.04,0,-1.31465
0.362,1,1,3.089,-0.945406,0,-0.00527933,0.04,0,-1.31502
0.362,1,1,3.09,-0.945514,0,-0.00526879,0.04,0,-1.31538
0.362,1,1,3.091,-0.945622,0,-0.00525825,0.04,0,-1.31575
0.362,1,1,3.092,-0.94573,0,-0.00524771,0.04,0,-1.31612
0.362,1,1,3.093,-0.945837,0,-0.00523719,0.04,0,-1.31649
0.362,1,1,3.094,-0.945945,0,-0.00522667,0.04,0,-1.31686
0.362,1,1,3.095,-0.946052,0,-0.00521617,0.04,0,-1.31723
0.362,1,1,3.096,-0.946159,0,-0.00520567,0.04,0,-1.3176
0.362,1,1,3.097,-0.946266,0,-0.00519517,0.04,0,-1.31796
0.362,1,1,3.098,-0.946373,0,-0.00518469,0.04,0,-1.31833
0.362,1,1,3.099,-0.946479,0,-0.00517422,0.04,0,-1.3187
0.362,1,1,3.1,-0.946585,0,-0.00516375,0.04,0,-1.31907
0.362,1,1,3.101,-0.946692,0,-0.00515329,0.04,0,-1.31943
0.362,1,1,3.102,-0.946798,0,-0.00514284,0.04,0,-1.3198
0.362,1,1,3.103,-0.946903,0,-0.0051324,0.04,0,-1.32016
0.362,1,1,3.104,-0.947009,0,-0.00512197,0.04,0,-1.32053
0.362,1,1,3.105,-0.947115,0,-0.00511154,0.04,0,-1.32089
0.362,1,1,3.106,-0.94722,0,-0.00510112,0.04,0,-1.32126
0.362,1,1,3.107,-0.947325,0,-0.00509072,0.04,0,-1.32162
0.362,1,1,3.108,-0.94743,0,-0.00508031,0.04,0,-1.32199
0.362,1,1,3.109,-0.947535,0,-0.00506992,0.04,0,-1.32235
0.362,1,1,3.11,-0.947639,0,-0.00505954,0.04,0,-1.32272
0.362,1,1,3.111,-0.947744,0,-0.00504916,0.04,0,-1.32308
0.362,1,1,3.112,-0.947848,0,-0.0050388,0.04,0,-1.32344
0.362,1,1,3.113,-0.947952,0,-0.00502844,0.04,0,-1.32381
0.362,1,1,3.114,-0.948056,0,-0.00501809,0.04,0,-1.32417
0.362,1,1,3.115,-0.94816,0,-0.00500774,0.04,0,-1.32453
0.362,1,1,3.116,-0.948263,0,-0.00499741,0.04,0,-1.32489
0.362,1,1,3.117,-0.948367,0,-0.00498709,0.04,0,-1.32526
0.362,1,1,3.118,-0.94847,0,-0.00497677,0.04,0,-1.32562
0.362,1,1,3.119,-0.948573,0,-0.00496646,0.04,0,-1.32598
0.362,1,1,3.12,-0.948676,0,-0.00495616,0.04,0,-1.32634
0.362,1,1,3.121,-0.948779,0,-0.00494587,0.04,0,-1.3267
0.362,1,1,3.122,-0.948881,0,-0.00493558,0.04,0,-1.32706
0.362,1,1,3.123,-0.948984,0,-0.00492531,0.04,0,-1.32742
0.362,1,1,3.124,-0.949086,0,-0.00491504,0.04,0,-1.32778
0.362,1,1,3.125,-0.949188,0,-0.00490479,0.04,0,-1.32814
0.362,1,1,3.126,-0.94929,0,-0.00489454,0.04,0,-1.3285
0.362,1,1,3.127,-0.949391,0,-0.00488429,0.04,0,-1.32886
0.362,1,1,3.128,-0.949493,0,-0.00487406,0.04,0,-1.32922
0.362,1,1,3.129,-0.949594,0,-0.00486384,0.04,0,-1.32957
0.362,1,1,3.13,-0.949695,0,-0.00485362,0.04,0,-1.32993
0.362,1,1,3.131,-0.949796,0,-0.00484341,0.04,0,-1.33029
0.362,1,1,3.132,-0.949897,0,-0.00483321,0.04,0,-1.33065
0.362,1,1,3.133,-0.949998,0,-0.00482302,0.04,0,-1.331
0.362,1,1,3.134,-0.950098,0,-0.00481284,0.04,0,-1.33136
0.362,1,1,3.135,-0.950198,0,-0.00480267,0.04,0,-1.33172
0.362,1,1,3.136,-0.950299,0,-0.0047925,0.04,0,-1.33207
0.362,1,1,3.137,-0.950399,0,-0.00478235,0.04,0,-1.33243
0.362,1,1,3.138,-0.950498,0,-0.0047722,0.04,0,-1.33278
0.362,1,1,3.139,-0.950598,0,-0.00476206,0.04,0,-1.33314
0.362,1,1,3.14,-0.950697,0,-0.00475193,0.04,0,-1.3335
0.362,1,1,3.141,-0.950797,0,-0.00474181,0.04,0,-1.33385
0.362,1,1,3.142,-0.950896,0,-0.00473169,0.04,0,-1.3342
0.362,1,1,3.143,-0.950995,0,-0.00472159,0.04,0,-1.33456
0.362,1,1,3.144,-0.951094,0,-0.00471149,0.04,0,-1.33491
0.362,1,1,3.145,-0.951192,0,-0.0047014,0.04,0,-1.33527
0.362,1,1,3.146,-0.951291,0,-0.00469133,0.04,0,-1.33562
0.362,1,1,3.147,-0.951389,0,-0.00468125,0.04,0,-1.33597
0.362,1,1,3.148,-0.951487,0,-0.00467119,0.04,0,-1.33632
0.362,1,1,3.149,-0.951585,0,-0.00466114,0.04,0,-1.33668
0.362,1,1,3.15,-0.951683,0,-0.00465109,0.04,0,-1.33703
0.362,1,1,3.151,-0.95178,0,-0.00464106,0.04,0,-1.33738
0.362,1,1,3.152,-0.951878,0,-0.00463103,0.04,0,-1.33773
0.362,1,1,3.153,-0.951975,0,-0.00462101,0.04,0,-1.33808
0.362,1,1,3.154,-0.952072,0,-0.004611,0.04,0,-1.33843
0.362,1,1,3.155,-0.952169,0,-0.004601,0.04,0,-1.33878
0.362,1,1,3.156,-0.952266,0,-0.00459101,0.04,0,-1.33913
0.362,1,1,3.157,-0.952362,0,-0.00458102,0.04,0,-1.33948
0.362,1,1,3.158,-0.952459,0,-0.00457105,0.04,0,-1.33983
0.362,1,1,3.159,-0.952555,0,-0.00456108,0.04,0,-1.34018
0.362,1,1,3.16,-0.952651,0,-0.00455112,0.04,0,-1.34053
0.362,1,1,3.161,-0.952747,0,-0.00454117,0.04,0,-1.34088
0.362,1,1,3.162,-0.952843,0,-0.00453123,0.04,0,-1.34123
0.362,1,1,3.163,-0.952938,0,-0.0045213,0.04,0,-1.34158
0.362,1,1,3.164,-0.953034,0,-0.00451137,0.04,0,-1.34192
0.362,1,1,3.165,-0.953129,0,-0.00450146,0.04,0,-1.34227
0.362,1,1,3.166,-0.953224,0,-0.00449155,0.04,0,-1.34262
0.362,1,1,3.167,-0.953319,0,-0.00448166,0.04,0,-1.34297
0.362,1,1,3.168,-0.953414,0,-0.00447177,0.04,0,-1.34331
0.362,1,1,3.169,-0.953508,0,-0.00446189,0.04,0,-1.34366
0.362,1,1,3.17,-0.953602,0,-0.00445202,0.04,0,-1.344
0.362,1,1,3.171,-0.953697,0,-0.00444215,0.04,0,-1.34435
0.362,1,1,3.172,-0.953791,0,-0.0044323,0.04,0,-1.34469
0.362,1,1,3.173,-0.953885,0,-0.00442246,0.04,0,-1.34504
0.362,1,1,3.174,-0.953978,0,-0.00441262,0.04,0,-1.34538
0.362,1,1,3.175,-0.954072,0,-0.00440279,0.04,0,-1.34573
0.362,1,1,3.176,-0.954165,0,-0.00439297,0.04,0,-1.34607
0.362,1,1,3.177,-0.954259,0,-0.00438317,0.04,0,-1.34642
0.362,1,1,3.178,-0.954352,0,-0.00437336,0.04,0,-1.34676
0.362,1,1,3.179,-0.954445,0,-0.00436357,0.04,0,-1.3471
0.362,1,1,3.18,-0.954537,0,-0.00435379,0.04,0,-1.34745
0.362,1,1,3.181,-0.95463,0,-0.00434402,0.04,0,-1.34779
0.362,1,1,3.182,-0.954722,0,-0.00433425,0.04,0,-1.34813
0.362,1,1,3.183,-0.954814,0,-0.00432449,0.04,0,-1.34847
0.362,1,1,3.184,-0.954907,0,-0.00431475,0.04,0,-1.34881
0.362,1,1,3.185,-0.954998,0,-0.00430501,0.04,0,-1.34915
0.362,1,1,3.186,-0.95509,0,-0.00429528,0.04,0,-1.3495
0.362,1,1,3.187,-0.955182,0,-0.00428556,0.04,0,-1.34984
0.362,1,1,3.188,-0.955273,0,-0.00427585,0.04,0,-1.35018
0.362,1,1,3.189,-0.955364,0,-0.00426614,0.04,0,-1.35052
0.362,1,1,3.19,-0.955456,0,-0.00425645,0.04,0,-1.35086
0.362,1,1,3.191,-0.955546,0,-0.00424676,0.04,0,-1.3512
0.362,1,1,3.192,-0.955637,0,-0.00423709,0.04,0,-1.35153
0.362,1,1,3.193,-0.955728,0,-0.00422742,0.04,0,-1.35187
0.362,1,1,3.194,-0.955818,0,-0.00421776,0.04,0,-1.35221
0.362,1,1,3.195,-0.955908,0,-0.00420811,0.04,0,-1.35255
0.362,1,1,3.196,-0.955999,0,-0.00419847,0.04,0,-1.35289
0.362,1,1,3.197,-0.956088,0,-0.00418884,0.04,0,-1.35323
0.362,1,1,3.198,-0.956178,0,-0.00417922,0.04,0,-1.35356
0.362,1,1,3.199,-0.956268,0,-0.0041696,0.04,0,-1.3539
0.362,1,1,3.2,-0.956357,0,-0.00416,0.04,0,-1.35424
0.362,1,1,3.201,-0.956447,0,-0.0041504,0.04,0,-1.35457
0.362,1,1,3.202,-0.956536,0,-0.00414082,0.04,0,-1.35491
0.362,1,1,3.203,-0.956625,0,-0.00413124,0.04,0,-1.35524
0.362,1,1,3.204,-0.956713,0,-0.00412167,0.04,0,-1.35558
0.362,1,1,3.205,-0.956802,0,-0.00411211,0.04,0,-1.35591
0.362,1,1,3.206,-0.956891,0,-0.00410256,0.04,0,-1.35625
0.362,1,1,3.207,-0.956979,0,-0.00409302,0.04,0,-1.35658
0.362,1,1,3.208,-0.957067,0,-0.00408349,0.04,0,-1.35692
0.362,1,1,3.209,-0.957155,0,-0.00407397,0.04,0,-1.35725
0.362,1,1,3.21,-0.957243,0,-0.00406445,0.04,0,-1.35758
0.362,1,1,3.211,-0.95733,0,-0.00405495,0.04,0,-1.35792
0.362,1,1,3.212,-0.957418,0,-0.00404545,0.04,0,-1.35825
0.362,1,1,3.213,-0.957505,0,-0.00403596,0.04,0,-1.35858
0.362,1,1,3.214,-0.957592,0,-0.00402649,0.04,0,-1.35891
0.362,1,1,3.215,-0.957679,0,-0.00401702,0.04,0,-1.35925
0.362,1,1,3.216,-0.957766,0,-0.00400756,0.04,0,-1.35958
0.362,1,1,3.217,-0.957853,0,-0.00399811,0.04,0,-1.35991
0.362,1,1,3.218,-0.957939,0,-0.00398867,0.04,0,-1.36024
0.362,1,1,3.219,-0.958026,0,-0.00397923,0.04,0,-1.36057
0.362,1,1,3.22,-0.958112,0,-0.00396981,0.04,0,-1.3609
0.362,1,1,3.221,-0.958198,0,-0.0039604,0.04,0,-1.36123
0.362,1,1,3.222,-0.958284,0,-0.00395099,0.04,0,-1.36156
0.362,1,1,3.223,-0.95837,0,-0.0039416,0.04,0,-1.36189
0.362,1,1,3.224,-0.958455,0,-0.00393221,0.04,0,-1.36222
0.362,1,1,3.225,-0.958541,0,-0.00392283,0.04,0,-1.36255
0.362,1,1,3.226,-0.958626,0,-0.00391346,0.04,0,-1.36287
0.362,1,1,3.227,-0.958711,0,-0.00390411,0.04,0,-1.3632
0.362,1,1,3.228,-0.958796,0,-0.00389476,0.04,0,-1.36353
0.362,1,1,3.229,-0.958881,0,-0.00388541,0.04,0,-1.36386
0.362,1,1,3.23,-0.958965,0,-0.00387608,0.04,0,-1.36418
0.362,1,1,3.231,-0.95905,0,-0.00386676,0.04,0,-1.36451
0.362,1,1,3.232,-0.959134,0,-0.00385745,0.04,0,-1.36484
0.362,1,1,3.233,-0.959218,0,-0.00384815,0.04,0,-1.36516
0.362,1,1,3.234,-0.959302,0,-0.00383885,0.04,0,-1.36549
0.362,1,1,3.235,-0.959386,0,-0.00382957,0.04,0,-1.36581
0.362,1,1,3.236,-0.959469,0,-0.00382029,0.04,0,-1.36614
0.362,1,1,3.237,-0.959553,0,-0.00381102,0.04,0,-1.36646
0.362,1,1,3.238,-0.959636,0,-0.00380177,0.04,0,-1.36679
0.362,1,1,3.239,-0.959719,0,-0.00379252,0.04,0,-1.36711
0.362,1,1,3.24,-0.959802,0,-0.00378328,0.04,0,-1.36744
0.362,1,1,3.241,-0.959885,0,-0.00377405,0.04,0,-1.36776
0.362,1,1,3.242,-0.959968,0,-0.00376483,0.04,0,-1.36808
0.362,1,1,3.243,-0.96005,0,-0.00375562,0.04,0,-1.36841
0.362,1,1,3.244,-0.960133,0,-0.00374642,0.04,0,-1.36873
0.362,1,1,3.245,-0.960215,0,-0.00373723,0.04,0,-1.36905
0.362,1,1,3.246,-0.960297,0,-0.00372804,0.04,0,-1.36937
0.362,1,1,3.247,-0.960379,0,-0.00371887,0.04,0,-1.36969
0.362,1,1,3.248,-0.960461,0,-0.00370971,0.04,0,-1.37001
0.362,1,1,3.249,-0.960542,0,-0.00370055,0.04,0,-1.37033
0.362,1,1,3.25,-0.960624,0,-0.00369141,0.04,0,-1.37066
0.362,1,1,3.251,-0.960705,0,-0.00368227,0.04,0,-1.37098
0.362,1,1,3.252,-0.960786,0,-0.00367314,0.04,0,-1.3713
0.362,1,1,3.253,-0.960867,0,-0.00366403,0.04,0,-1.37161
0.362,1,1,3.254,-0.960948,0,-0.00365492,0.04,0,-1.37193
0.362,1,1,3.255,-0.961029,0,-0.00364582,0.04,0,-1.37225
0.362,1,1,3.256,-0.961109,0,-0.00363673,0.04,0,-1.37257
0.362,1,1,3.257,-0.961189,0,-0.00362765,0.04,0,-1.37289
0.362,1,1,3.258,-0.96127,0,-0.00361858,0.04,0,-1.37321
0.362,1,1,3.259,-0.96135,0,-0.00360952,0.04,0,-1.37352
0.362,1,1,3.26,-0.961429,0,-0.00360047,0.04,0,-1.37384
0.362,1,1,3.261,-0.961509,0,-0.00359143,0.04,0,-1.37416
0.362,1,1,3.262,-0.961589,0,-0.0035824,0.04,0,-1.37447
0.362,1,1,3.263,-0.961668,0,-0.00357337,0.04,0,-1.37479
0.362,1,1,3.264,-0.961747,0,-0.00356436,0.04,0,-1.37511
0.362,1,1,3.265,-0.961826,0,-0.00355536,0.04,0,-1.37542
0.362,1,1,3.266,-0.961905,0,-0.00354636,0.04,0,-1.37574
0.362,1,1,3.267,-0.961984,0,-0.00353738,0.04,0,-1.37605
0.362,1,1,3.268,-0.962063,0,-0.0035284,0.04,0,-1.37637
0.362,1,1,3.269,-0.962141,0,-0.00351944,0.04,0,-1.37668
0.362,1,1,3.27,-0.96222,0,-0.00351048,0.04,0,-1.37699
0.362,1,1,3.271,-0.962298,0,-0.00350153,0.04,0,-1.37731
0.362,1,1,3.272,-0.962376,0,-0.00349259,0.04,0,-1.37762
0.362,1,1,3.273,-0.962454,0,-0.00348367,0.04,0,-1.37793
0.362,1,1,3.274,-0.962531,0,-0.00347475,0.04,0,-1.37825
0.362,1,1,3.275,-0.962609,0,-0.00346584,0.04,0,-1.37856
0.362,1,1,3.276,-0.962686,0,-0.00345694,0.04,0,-1.37887
0.362,1,1,3.277,-0.962763,0,-0.00344805,0.04,0,-1.37918
0.362,1,1,3.278,-0.962841,0,-0.00343917,0.04,0,-1.37949
0.362,1,1,3.279,-0.962917,0,-0.0034303,0.04,0,-1.3798
0.362,1,1,3.28,-0.962994,0,-0.00342144,0.04,0,-1.38011
